ppt,block,trial,lcol,rcol,sim,rt
9,1,40,8,3,3,2.254
9,1,41,8,6,9,4.005
9,1,42,1,6,7,1.149
9,1,43,2,8,2,1.649
9,1,44,1,4,3,1.489
9,1,45,5,8,7,1.355
9,1,46,6,8,9,1.307
9,1,47,8,4,2,2.035
9,1,48,7,8,7,3.538
9,1,49,7,3,3,1.134
9,1,50,1,7,7,1.605
9,1,51,2,7,3,1.713
9,1,52,4,8,3,4.068
9,1,53,8,7,7,1.073
9,1,54,5,4,3,2.136
9,1,55,8,2,2,5.393
9,1,56,4,2,7,1.351
9,2,1,1,7,6,2.527
9,2,2,2,6,6,1.386
9,2,3,4,2,8,1.512
9,2,4,3,5,7,1.836
9,2,5,7,1,6,1.882
9,2,6,8,7,5,2.131
9,2,7,7,4,6,1.199
9,2,8,8,1,6,1.334
9,2,9,6,1,3,2.228
9,2,10,3,2,6,1.287
9,2,11,2,4,8,1.821
9,2,12,8,5,4,2.491
9,2,13,6,8,6,5.223
9,2,14,3,7,7,2.884
9,2,15,5,1,4,1.245
9,2,16,5,7,7,1.117
9,2,17,6,7,7,1.864
9,2,18,4,7,3,2.321
9,2,19,2,1,7,1.309
9,2,20,1,5,4,3.212
9,2,21,6,3,4,1.694
9,2,22,5,6,3,2.181
9,2,23,1,4,3,2.082
9,2,24,6,5,2,1.413
9,2,25,6,2,3,1.882
9,2,26,1,3,8,1.681
9,2,27,4,8,6,0.838
9,2,28,3,4,7,1.478
9,2,29,1,6,4,3.025
9,2,30,2,7,1,1.994
9,2,31,3,8,1,1.401
9,2,32,6,4,3,1.46
9,2,33,1,2,7,1.022
9,2,34,5,8,7,3.112
9,2,35,5,2,2,1.963
9,2,36,7,5,9,1.418
9,2,37,7,2,2,1.512
9,2,38,7,6,3,1.478
9,2,39,8,3,4,1.182
9,2,40,1,8,4,1.059
9,2,41,2,5,3,1.304
9,2,42,7,3,7,1.522
9,2,43,4,5,3,1.646
9,2,44,3,1,9,1.539
9,2,45,7,8,2,1.056
9,2,46,4,6,1,1.699
9,2,47,8,4,1,1.229
9,2,48,4,3,7,2.008
9,2,49,4,1,6,0.899
9,2,50,3,6,3,0.898
9,2,51,8,6,6,1.256
9,2,52,2,8,3,2.77
9,2,53,5,4,3,1.213
9,2,54,2,3,8,3.41
9,2,55,5,3,7,1.18
9,2,56,8,2,3,1.323
